EVID ID,Filename,Date,Category,Subject,Topics,Importance,Parties,Summary,File Size (KB),Modified
EVID-139,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R202518214 - CAAV=8vt7RDekoOznVjEh_HSrTmBXTUsJU9h9YJV4gGeRvYBqBg@mail.gmail.com.pdf,15/07/2025,VCAT Application,250715 - Re_ Your VCAT application_ more information needed- VCAT reference_ R20,Tenancy Termination; Repairs & Maintenance; Water & Leak,Critical,VCAT; Franklin St Property,subject: message-id:re: your vcat application: more information needed- vcat ref,102.0,31/10/2025
EVID-140,250715 - VCAT RDRV account email verification code - 68752515.050a0220.3bf39c.b438SMTPIN_ADDED_BROKEN@mx.google.com.pdf,15/07/2025,Email System,250715 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,45.9,31/10/2025
EVID-141,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518214 - SYAPR01MB2544CA2C902FB8B99013A09EA357A@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,Notice to Vacate,250715 - Your VCAT application_ more information needed- VCAT reference_ R202518,Water & Leak; Tenancy Termination; Rent & Payment,Critical,VCAT; Franklin St Property,subject: message-id:your vcat application: more information needed- vcat referen,91.6,31/10/2025
EVID-142,250715-VCAT Application R202518214_00 – Notice to Vacate Challenge.pdf,15/07/2025,Receipt & Payment,VCAT Application R202518214_00 – Notice to Vacate Challenge,Tenancy Termination; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,application by a renter to the,66.9,15/07/2025
EVID-143,250717 - VCAT RDRV account email verification code - 6878e59e.050a0220.24d944.5720SMTPIN_ADDED_BROKEN@mx.google.com.pdf,17/07/2025,Email System,250717 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,48.0,31/10/2025
EVID-144,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00) - hIoXF-zUSZKlbr8YXGcelg@geopod-ismtpd-3.pdf,21/07/2025,Notice to Vacate,250721 - VCAT Application  Possession of Property (Ref_ R202518589_00),Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:vcat application – possession of property (ref: r202518589/0,111.6,31/10/2025
EVID-145,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 856780728.23503.1753079881062@P03465.dojvic.justice.vic.gov.au.pdf",21/07/2025,Wall & Carpet Damage,"250721 - VCAT has opened a case R202518589_00 about  1803_243 Franklin Street, M",Rent & Payment; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:,185.4,31/10/2025
EVID-146,250721-VCAT APPLICATION - POSSESSION.pdf,21/07/2025,Receipt & Payment,VCAT APPLICATION,Rent & Payment; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,application by a residential rental provider to,12.7,21/07/2025
EVID-147,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1299007298.765.1753163281348@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,Receipt & Payment,"250722 - Hearing scheduled for R202518589_00 1803_243 Franklin Street, MELBOURNE",Rent & Payment; Property Access; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:,191.5,31/10/2025
EVID-148,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate - G7typ2VnQfuqdtQgM6bQWQ@geopod-ismtpd-14.pdf,22/07/2025,VCAT Application,250722 - Re_ VCAT Application R202518214_00  Challenge to Notice to Vacate,Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: vcat application r202518214/00 – challenge to notice to ,114.8,31/10/2025
EVID-149,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 1206100674.24049.1753137910788@P03465.dojvic.justice.vic.gov.au.pdf",22/07/2025,VCAT Order,"250722 - VCAT order made about R202518214_00 243 Franklin St, Unit1803, MELBOURN",Rent & Payment; Property Access; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:,132.5,31/10/2025
EVID-150,250722-order_194615752283.pdf,22/07/2025,Receipt & Payment,order_194615752283,Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,order ref no: r2025/18214/00,18.6,22/07/2025
EVID-151,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.217caa.9cd6SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,Email System,250723 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,48.7,31/10/2025
EVID-152,250723 - VCAT RDRV account email verification code - 68807ed3.250a0220.27fbf3.6f8dSMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,Email System,250723 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,48.0,31/10/2025
EVID-153,250723 - VCAT RDRV account email verification code - 68807ee7.050a0220.1c346d.5772SMTPIN_ADDED_BROKEN@mx.google.com.pdf,23/07/2025,Email System,250723 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,47.7,31/10/2025
EVID-154,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 1156002951.2709.1753224327078@P03465.dojvic.justice.vic.gov.au.pdf",23/07/2025,VCAT Order,"250723 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE",Rent & Payment; Property Access; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:,133.9,31/10/2025
EVID-155,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - SY7PR01MB83498DDC1220D44EBAA28BC28C5FA@SY7PR01MB8349.ausprd01.prod.outlook.com.pdf",24/07/2025,VCAT Application,"250724 - VCAT evidence link R202518589 about 1803_243 Franklin Street, MELBOURNE",Rent & Payment; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:vcat evidence link r202518589 about 1803/243 franklin street,109.7,31/10/2025
EVID-156,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - aDfCZq7LRBeV4zXEbE4NWg@geopod-ismtpd-2.pdf",25/07/2025,Receipt & Payment,"250725 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",Rent & Payment,High,Property Manager/Areal; Franklin St Property,"subject: message-id:receipt of payment for 1803/243 franklin street, melbourne v",76.9,31/10/2025
EVID-157,250725-Receipt # 91716.pdf,25/07/2025,Receipt & Payment,Receipt # 91716,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,78.1,25/07/2025
EVID-158,250801 - Areal monthly after-hours trades list update - XHMDU5k9R_KzLk9rNyLXtg@geopod-ismtpd-16.pdf,01/08/2025,Water Damage & Leak,250801 - Areal monthly after-hours trades list update,Water & Leak; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:areal monthly after-hours trades list updatefrom: ""sylvia ha",78.2,31/10/2025
EVID-159,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R202518589_00 - 563040061.20417.1754658014190@P03465.dojvic.justice.vic.gov.au.pdf",08/08/2025,Receipt & Payment,"250808 - Hearing reminder for 1803_243 Franklin Street, MELBOURNE, VIC, 3000 R20",Rent & Payment; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Franklin St Property,subject: message-id:,181.2,31/10/2025
EVID-160,250812 - R202518589_00 - Summary of Proof - SYBPR01MB59524649299D4C2B91833C1DD12BA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf,12/08/2025,Receipt & Payment,250812 - R202518589_00 - Summary of Proof,Rent & Payment; Legal Action; Evidence,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal,subject: message-id:r202518589/00 - summary of prooffrom: shaun young <shaun.you,269.7,31/10/2025
EVID-161,250812 - Re_ R202518589_00 - Summary of Proof - CAAV=8vu9RA730o2oDbP80ugPsDbbF3CEUxc0v4uC6SRiQuJomw@mail.gmail.com.pdf,12/08/2025,Wall & Carpet Damage,250812 - Re_ R202518589_00 - Summary of Proof,Legal Action; Evidence,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal,subject:,259.4,31/10/2025
EVID-162,250812-VCAT R202518589.00 Summary of proof.pdf,12/08/2025,Water Damage & Leak,VCAT R202518589.00 Summary of proof,Tenancy Termination; Property Access; Repairs & Maintenance,Critical,VCAT; Property Manager/Areal; Court/RDRV,summary of proofs – r202518589/00,1753.4,12/08/2025
EVID-163,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE, VIC, 3000 - 231605517.30985.1755211520747@P03465.dojvic.justice.vic.gov.au.pdf",15/08/2025,VCAT Order,"250815 - VCAT order made about R202518589_00 1803_243 Franklin Street, MELBOURNE",Rent & Payment; Property Access; Legal Action,Critical,VCAT; Franklin St Property,subject: message-id:,133.8,31/10/2025
EVID-164,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - CAAV=8vudaEJRTaAbGUkPp40NVe4bniaN-Kvh54vdfN5bhb1wxQ@mail.gmail.com.pdf,17/08/2025,Receipt & Payment,250817 -  Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_0,Tenancy Termination; Repairs & Maintenance; Rent & Payment,Critical,VCAT; Property Manager/Areal; Franklin St Property,subject:,535.5,31/10/2025
EVID-165,"250817-Notice to vacate - 1803-243 Franklin Street, Melbourne VIC 3000.pdf",17/08/2025,Receipt & Payment,Notice to vacate,Tenancy Termination; Rent & Payment; Property Access,High,Property Manager/Areal; Franklin St Property,chawakorn kamnuansil <ck.chawakorn@gmail.com>notice to vacate - 1803/243 frankli,105.4,17/08/2025
EVID-166,250817-order_194930558979.pdf (SECURED).pdf,17/08/2025,Receipt & Payment,order_194930558979.pdf (SECURED),Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Camberwell Rd Property; Franklin St Property,orderref no: r2025/18589/00victorian civil and administrative tribunalresidentia,73.0,17/08/2025
EVID-167,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_18589_00) - SYAPR01MB25435B810DEA9ECDB8A81735D630A@SYAPR01MB2543.ausprd01.prod.outlook.com.pdf,19/08/2025,Receipt & Payment,250819 - Re_ Without Prejudice  Franklin 1803_ Settlement Terms (VCAT R2025_1858,Tenancy Termination; Property Access; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: without prejudice — franklin 1803: settlement terms (vca,244.7,31/10/2025
EVID-168,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB59527B27EBCB0DEE0B4668B2D13DA@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",22/08/2025,Receipt & Payment,"250822 - 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",Water & Leak; Rent & Payment; Property Access,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject:,258.7,31/10/2025
EVID-169,250822-FIXD investigation report.pdf,22/08/2025,Water Damage & Leak,FIXD investigation report,Water & Leak; Evidence; Legal Action,Critical,Franklin St Property,"flood restoration australia (vic) pty ltd head office | 19 venture way, braeside",1483.4,22/08/2025
EVID-170,250822-Notice of Entry (combined).pdf,22/08/2025,Tenancy Agreement,Notice of Entry (combined),Water & Leak; Rent & Payment; Property Access,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,60.8,22/08/2025
EVID-171,250822-Reg post receipt.pdf,22/08/2025,Receipt & Payment,Reg post receipt,Rent & Payment,Medium,Tenant/Landlord,,94.3,22/08/2025
EVID-172,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - DfhRI_fjQZqttaagZO6CFA@geopod-ismtpd-canary-0.pdf",27/08/2025,Receipt & Payment,"250827 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",Rent & Payment,High,Property Manager/Areal; Franklin St Property,"subject: message-id:receipt of payment for 1803/243 franklin street, melbourne v",79.3,31/10/2025
EVID-173,250827-Receipt # 92863.pdf,27/08/2025,Receipt & Payment,Receipt # 92863,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,78.0,27/08/2025
EVID-174,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - CAAV=8vuT9EGAE1-Vi9ce9691rvqzFrnnh3OC+VZPn_1FkY0G=Q@mail.gmail.com.pdf",28/08/2025,Receipt & Payment,"250828 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",Property Access; Repairs & Maintenance; Water & Leak,Critical,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject:,253.5,31/10/2025
EVID-175,250901 - Areal monthly after-hours trades list update - -WT58Zu6R6WQ1AbHy1IOZg@geopod-ismtpd-14.pdf,01/09/2025,Water Damage & Leak,250901 - Areal monthly after-hours trades list update,Water & Leak; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:areal monthly after-hours trades list updatefrom: ""johnson t",78.1,31/10/2025
EVID-176,250901-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250901-141103.pdf,01/09/2025,Employment,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendanc,General,Medium,Camberwell Rd Property; Franklin St Property,warning letter for unsatisfactory attendance,93.6,14/10/2025
EVID-177,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry - SYBPR01MB5952D333273ECD4D79C06FE3D106A@SYBPR01MB5952.ausprd01.prod.outlook.com.pdf",02/09/2025,Receipt & Payment,"250902 - Re_ 1803_243 Franklin Street, Melbourne VIC 3000 - Notice of Entry",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,"subject: message-id:re: 1803/243 franklin street, melbourne vic 3000 - notice of",270.5,31/10/2025
EVID-178,250904 - 1803_243 Franklin Street - Access & Co-Operation Required - lWEet43ETQCe5Cyy9e42HQ@geopod-ismtpd-9.pdf,04/09/2025,Property Management,250904 - 1803_243 Franklin Street - Access & Co-Operation Required,Property Access; Legal Action; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:1803/243 franklin street - access & co-operation requiredfro,99.3,31/10/2025
EVID-179,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vs1YSGO-YrKqt=a2hdkWaLwfBQWZHM49R3tp_U-56s0Hg@mail.gmail.com.pdf,04/09/2025,Property Management,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: 1803/243 franklin street - access & co-operation require,76.4,31/10/2025
EVID-180,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vt85yYVUnXZRwvqOE68ux9OrHWtbJ6TqeLaCsYoA4Jocg@mail.gmail.com.pdf,04/09/2025,Property Management,250904 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: 1803/243 franklin street - access & co-operation require,77.5,31/10/2025
EVID-181,250904 - You have reached us outside of business hours - TXglj8CYQQCgaF_kQv53gg@geopod-ismtpd-6.pdf,04/09/2025,Maintenance Request,250904 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.9,31/10/2025
EVID-182,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - 8NzWzf5DQaiYqDKczI8-vw@geopod-ismtpd-7.pdf,05/09/2025,Wall & Carpet Damage,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject:,319.9,31/10/2025
EVID-183,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vta56PNXu57Nc-_FOZVwX2F-Xcj7rD2FC-D+kVOaHuYDQ@mail.gmail.com.pdf,05/09/2025,Wall & Carpet Damage,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: 1803/243 franklin street - access & co-operation require,112.5,31/10/2025
EVID-184,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - GwvrtfU6QqaZU9vtkRhO8g@geopod-ismtpd-0.pdf,05/09/2025,Wall & Carpet Damage,250905 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject: message-id:re: 1803/243 franklin street - access & co-operation require,135.5,31/10/2025
EVID-185,250905 - You have reached us outside of business hours - HVqvNBvTQ5uhLOmUnY2RBQ@geopod-ismtpd-0.pdf,05/09/2025,Maintenance Request,250905 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.9,31/10/2025
EVID-186,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - BeZIoA-WRBe2bEA-dE9P_A@geopod-ismtpd-3.pdf,09/09/2025,Wall & Carpet Damage,250909 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Rent & Payment; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,subject:,253.6,31/10/2025
EVID-187,250909-Notice to Entry (17 - 22 Sep).pdf,09/09/2025,Wall & Carpet Damage,Notice to Entry (17,Water & Leak; Rent & Payment; Property Access,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,43.7,09/09/2025
EVID-188,250909-Registered post receipt.pdf,09/09/2025,Receipt & Payment,Registered post receipt,Rent & Payment,Medium,Tenant/Landlord,,45.3,09/09/2025
EVID-189,250915-Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendance - Weekly-13495-20250915-174434.pdf,15/09/2025,Employment,Chawakorn KAMNUANSIL (2508 NEW ADIT) Warning Letter for Unsatisfactory Attendanc,General,Medium,Camberwell Rd Property; Franklin St Property,warning letter for unsatisfactory attendance,93.2,14/10/2025
EVID-190,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required - CAAV=8vtDtqu-AWt=1+rRpy5d9nwp=X2jr=BOq7+co--ou_EpJQ@mail.gmail.com.pdf,16/09/2025,Wall & Carpet Damage,250916 - Re_ 1803_243 Franklin Street - Access & Co-Operation Required,Tenancy Termination; Rent & Payment; Property Access,High,Property Manager/Areal; Franklin St Property,subject: message-id:re: 1803/243 franklin street - access & co-operation require,59.0,31/10/2025
EVID-191,250916 - You have reached us outside of business hours - P1KBp5NfQhuBU1qho8wzuw@geopod-ismtpd-1.pdf,16/09/2025,Maintenance Request,250916 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.2,31/10/2025
EVID-192,250917-liam-voicemail.pdf,17/09/2025,Water Damage & Leak,liam-voicemail,Water & Leak,Medium,Tenant/Landlord,ธิ,151.2,14/10/2025
EVID-193,250917-sms-to-liam-re-property-access.pdf,17/09/2025,Water Damage & Leak,sms-to-liam-re-property-access,Water & Leak; Property Access; Repairs & Maintenance,High,Tenant/Landlord,+61 476 013 875,150.2,14/10/2025
EVID-194,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - zs6ltfuRRbS9TA-q_-LKCA@geopod-ismtpd-7.pdf",30/09/2025,Receipt & Payment,"250930 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",Rent & Payment,High,Property Manager/Areal; Franklin St Property,"subject: message-id:receipt of payment for 1803/243 franklin street, melbourne v",77.1,31/10/2025
EVID-195,250930-Receipt # 94202.pdf,30/09/2025,Receipt & Payment,Receipt # 94202,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,77.8,30/09/2025
EVID-196,251002 - Areal monthly after-hours trades list update - NdGVaaQRTpyJ7ifzkQj2pA@geopod-ismtpd-8.pdf,02/10/2025,Water Damage & Leak,251002 - Areal monthly after-hours trades list update,Water & Leak; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:areal monthly after-hours trades list updatefrom: ""johnson t",78.5,31/10/2025
EVID-197,251014-school-reassessment-request.pdf,14/10/2025,Receipt & Payment,school-reassessment-request,Rent & Payment; Property Access; Evidence,Medium,Camberwell Rd Property,chawakorn kamnuansil <ck.chawakorn@gmail.com>,87.0,14/10/2025
EVID-198,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, Melbourne VIC 3000 - S9zQDnzXQdaYuqXtfFPJuw@geopod-ismtpd-2.pdf",20/10/2025,Receipt & Payment,"251020 - Courtesy Reminder_ Upcoming Rent Payment for 1803_243 Franklin Street, ",Rent & Payment; Legal Action,High,Property Manager/Areal; Franklin St Property,subject: message-id:courtesy reminder: upcoming rent payment for 1803/243 frankl,79.2,31/10/2025
EVID-199,251020-Rent Invoice #009872.pdf,20/10/2025,Receipt & Payment,Rent Invoice #009872,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,77.7,20/10/2025
EVID-200,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - FVsaqS0cShiZcJE6Om5syQ@geopod-ismtpd-10.pdf",28/10/2025,Receipt & Payment,"251028 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",Rent & Payment,High,Property Manager/Areal; Franklin St Property,"subject: message-id:receipt of payment for 1803/243 franklin street, melbourne v",77.6,31/10/2025
EVID-201,251028-Receipt # 95582.pdf,28/10/2025,Receipt & Payment,Receipt # 95582,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,77.8,28/10/2025
